ID,jobb_etter_6mnd,utdanning,sykdom_siste_aar,arbsoker_siste_aar,forerkort,arbeid_siste_2mnd,alder,fylke,yrke,kjonn
7408,Nei,,Ja,Nei,Nei,Nei,38,Troms,"Salg, service og omsorg",Kvinne
7427,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,30,Troms,Akademiske yrker,Mann
7445,Ja,VGS fullf,Nei,Ja,Ja,Nei,28,Troms,Høgskoleyrker,Mann
7465,Nei,VGS fullf,Nei,Nei,Nei,Nei,33,Troms,"Salg, service og omsorg",Mann
7517,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,42,Troms,Ledere,Mann
7574,Nei,VGS fullf,Nei,Ja,Nei,Nei,20,Troms,Maskin og transportarbeidere,Mann
7612,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,37,Troms,"Salg, service og omsorg",Mann
7618,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,45,Troms,Maskin og transportarbeidere,Mann
7677,Nei,,Nei,Nei,Nei,Ja,40,Troms,Håndverkere,Kvinne
7698,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,45,Troms,"Salg, service og omsorg",Mann
7780,Ja,VGS ikke fullf,Ja,Ja,Ja,Nei,27,Troms,"Salg, service og omsorg",Mann
7788,Nei,Høyere utd u4 år,Nei,Nei,Nei,Nei,23,Troms,Maskin og transportarbeidere,Mann
7801,Nei,VGS fullf,Nei,Nei,Nei,Ja,25,Troms,Renholdere og hjelpepleiere,Kvinne
7818,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,40,Troms,Maskin og transportarbeidere,Mann
7875,Ja,VGS fullf,Nei,Nei,Nei,Ja,34,Troms,"Salg, service og omsorg",Mann
7956,Nei,Høyere utd u4 år,Ja,Nei,Nei,Ja,34,Troms,Annet,Mann
8010,Ja,Høyere utd u4 år,Nei,Ja,Nei,Ja,32,Troms,Renholdere og hjelpepleiere,Kvinne
8013,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,35,Troms,Høgskoleyrker,Kvinne
8153,Nei,,Ja,Ja,Nei,Nei,30,Troms,Akademiske yrker,Kvinne
8183,Nei,Høyere utd u4 år,Nei,Nei,Nei,Nei,43,Troms,Maskin og transportarbeidere,Mann
8211,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,37,Troms,Høgskoleyrker,Kvinne
8224,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,38,Troms,"Salg, service og omsorg",Mann
8245,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,33,Troms,"Salg, service og omsorg",Kvinne
8252,Ja,,Nei,Nei,Ja,Nei,35,Troms,Kontoryrker,Mann
8285,Nei,,Nei,Nei,Nei,Nei,45,Troms,Håndverkere,Mann
8297,Nei,Høyere utd u4 år,Nei,Nei,Nei,Nei,36,Troms,Maskin og transportarbeidere,Kvinne
8325,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,33,Troms,Akademiske yrker,Kvinne
8359,Nei,Grunnskole,Nei,Ja,Nei,Nei,35,Troms,Kontoryrker,Mann
8370,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,42,Troms,Håndverkere,Mann
8380,Nei,,Nei,Nei,Nei,Nei,53,Troms,Maskin og transportarbeidere,Kvinne
8403,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,38,Troms,Renholdere og hjelpepleiere,Kvinne
8416,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,29,Troms,"Bønder, fiskere, mv",Kvinne
8435,Nei,VGS fullf,Nei,Ja,Nei,Nei,25,Troms,"Bønder, fiskere, mv",Mann
8524,Nei,Høyere utd 4 år+,Nei,Nei,Nei,Ja,35,Troms,"Salg, service og omsorg",Kvinne
8598,Nei,VGS fullf,Nei,Nei,Nei,Nei,54,Troms,Håndverkere,Mann
8635,Nei,Grunnskole,Nei,Nei,Nei,Nei,21,Troms,"Salg, service og omsorg",Kvinne
8683,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,48,Troms,"Salg, service og omsorg",Mann
8710,Nei,VGS fullf,Nei,Nei,Nei,Nei,30,Troms,Annet,Mann
8784,Ja,VGS fullf,Nei,Nei,Nei,Ja,36,Troms,Håndverkere,Kvinne
48,Nei,VGS fullf,Ja,Nei,Nei,Nei,31,Telemark,"Salg, service og omsorg",Mann
52,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,34,Telemark,"Salg, service og omsorg",Kvinne
107,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,35,Telemark,Ledere,Kvinne
174,Ja,VGS fullf,Nei,Nei,Nei,Ja,43,Telemark,Maskin og transportarbeidere,Mann
180,Ja,Høyere utd u4 år,Ja,Nei,Ja,Ja,36,Telemark,Høgskoleyrker,Mann
192,Nei,VGS fullf,Ja,Ja,Nei,Ja,54,Telemark,Håndverkere,Kvinne
228,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,26,Telemark,Håndverkere,Mann
237,Nei,VGS ikke fullf,Ja,Ja,Ja,Nei,28,Telemark,Høgskoleyrker,Mann
298,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Nei,52,Telemark,Maskin og transportarbeidere,Kvinne
379,Nei,Grunnskole,Ja,Ja,Nei,Ja,51,Telemark,"Bønder, fiskere, mv",Mann
393,Nei,Grunnskole,Ja,Ja,Nei,Nei,19,Telemark,Maskin og transportarbeidere,Mann
446,Ja,VGS fullf,Ja,Nei,Ja,Ja,28,Telemark,Renholdere og hjelpepleiere,Mann
507,Ja,Grunnskole,Ja,Nei,Ja,Ja,35,Telemark,Håndverkere,M
544,Nei,,Ja,Nei,Nei,Nei,34,Telemark,Høgskoleyrker,Mann
545,Nei,,Ja,Nei,Nei,Nei,46,Telemark,"Bønder, fiskere, mv",Mann
558,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,45,Telemark,Maskin og transportarbeidere,Mann
566,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,22,Telemark,Maskin og transportarbeidere,Mann
610,Nei,Grunnskole,Ja,Nei,Ja,Nei,46,Telemark,"Salg, service og omsorg",Kvinne
611,Ja,VGS fullf,Nei,Nei,Ja,Ja,29,Telemark,Kontoryrker,Mann
616,Ja,VGS fullf,Ja,Nei,Ja,Ja,25,Telemark,Håndverkere,Kvinne
638,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,39,Telemark,Renholdere og hjelpepleiere,Mann
659,Nei,Høyere utd 4 år+,Ja,Nei,Nei,Ja,35,Telemark,Maskin og transportarbeidere,Mann
663,Nei,VGS fullf,Nei,Ja,Nei,Nei,36,Telemark,Høgskoleyrker,Mann
665,Nei,VGS ikke fullf,Ja,Nei,Ja,Ja,33,Telemark,Håndverkere,Mann
681,Nei,,Ja,Nei,Nei,Nei,37,Telemark,Maskin og transportarbeidere,Mann
722,Nei,VGS ikke fullf,Ja,Nei,Nei,Ja,45,Telemark,Kontoryrker,Mann
770,Nei,Grunnskole,Ja,Nei,Ja,Nei,29,Telemark,Håndverkere,Mann
790,Nei,,Ja,Ja,Nei,Ja,45,Telemark,Kontoryrker,Kvinne
809,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,34,Telemark,Håndverkere,Kvinne
892,Nei,,Ja,Nei,Ja,Nei,35,Telemark,Håndverkere,Mann
964,Ja,VGS fullf,Nei,Nei,Ja,Ja,30,Telemark,Akademiske yrker,Mann
1011,Ja,VGS fullf,Ja,Nei,Ja,Ja,41,Telemark,Høgskoleyrker,Kvinne
1017,Nei,VGS fullf,Nei,Ja,Nei,Nei,40,Telemark,Annet,Mann
1029,Nei,VGS fullf,Ja,Nei,Ja,Nei,36,Telemark,Kontoryrker,Mann
1083,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,32,Telemark,Akademiske yrker,Kvinne
1092,Nei,Høyere utd u4 år,Ja,Ja,Nei,Nei,31,Telemark,Maskin og transportarbeidere,Mann
1157,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,58,Telemark,Høgskoleyrker,Mann
1158,Nei,,Ja,Nei,Nei,Nei,45,Telemark,Høgskoleyrker,Mann
1182,Nei,VGS ikke fullf,Ja,Ja,Nei,Nei,37,Telemark,Akademiske yrker,Mann
1196,Nei,VGS fullf,Ja,Nei,Ja,Nei,38,Telemark,"Salg, service og omsorg",Mann
1223,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,44,Telemark,Høgskoleyrker,Mann
1231,Ja,Høyere utd u4 år,Ja,Nei,Ja,Ja,34,Telemark,Renholdere og hjelpepleiere,Kvinne
1269,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,49,Telemark,Maskin og transportarbeidere,Mann
1309,Nei,VGS fullf,Ja,Nei,Nei,Ja,40,Telemark,Maskin og transportarbeidere,Kvinne
1346,Ja,VGS fullf,Nei,Nei,Ja,Ja,42,Telemark,"Salg, service og omsorg",Kvinne
1350,Nei,VGS fullf,Ja,Nei,Nei,Nei,37,Telemark,Akademiske yrker,Kvinne
1361,Nei,,Ja,Nei,Ja,Nei,40,Telemark,Ledere,Mann
1365,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,29,Telemark,Ledere,Kvinne
1374,Nei,VGS fullf,Ja,Nei,Nei,Nei,36,Telemark,Håndverkere,Kvinne
1405,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,40,Telemark,"Salg, service og omsorg",Kvinne
1417,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,39,Telemark,Renholdere og hjelpepleiere,Mann
1466,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,27,Telemark,Annet,Mann
1489,Ja,VGS fullf,Nei,Nei,Ja,Ja,34,Telemark,Høgskoleyrker,Mann
1531,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,35,Telemark,"Salg, service og omsorg",Mann
1581,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,31,Telemark,Renholdere og hjelpepleiere,Kvinne
1597,Nei,Høyere utd 4 år+,Ja,Nei,Nei,Ja,49,Telemark,"Bønder, fiskere, mv",Mann
1609,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,36,Telemark,Håndverkere,Mann
1623,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,24,Telemark,Akademiske yrker,Kvinne
1651,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,35,Telemark,Annet,Mann
1654,Nei,VGS fullf,Ja,Nei,Ja,Nei,47,Telemark,"Salg, service og omsorg",Kvinne
1686,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,54,Telemark,Akademiske yrker,Mann
1785,Nei,,Ja,Nei,Ja,Ja,45,Telemark,Annet,Kvinne
1787,Nei,,Ja,Nei,Ja,Nei,40,Telemark,Annet,Mann
1808,Ja,VGS fullf,Nei,Nei,Ja,Nei,27,Telemark,Akademiske yrker,Mann
1893,Nei,,Ja,Nei,Nei,Nei,59,Telemark,Ledere,Kvinne
1926,Ja,,Nei,Ja,Ja,Ja,34,Telemark,Annet,Kvinne
1945,Ja,Høyere utd u4 år,Nei,Ja,Ja,Ja,26,Telemark,Håndverkere,Kvinne
1974,Nei,VGS fullf,Nei,Ja,Ja,Ja,37,Telemark,Håndverkere,Mann
1998,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,59,Telemark,Høgskoleyrker,Kvinne
2013,Nei,VGS fullf,Ja,Nei,Ja,Nei,57,Telemark,Kontoryrker,Kvinne
2025,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,31,Telemark,Annet,Mann
2029,Ja,,Nei,Nei,Ja,Ja,35,Telemark,Høgskoleyrker,Mann
2040,Ja,Grunnskole,Ja,Nei,Ja,Ja,26,Telemark,Akademiske yrker,Mann
2096,Ja,Høyere utd u4 år,Nei,Ja,Ja,Ja,30,Telemark,Renholdere og hjelpepleiere,Mann
2113,Nei,VGS fullf,Nei,Nei,Nei,Nei,40,Telemark,Ledere,Mann
2145,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,26,Telemark,Håndverkere,Mann
2150,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,38,Telemark,"Salg, service og omsorg",Kvinne
2165,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,34,Telemark,"Salg, service og omsorg",Kvinne
2194,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,25,Telemark,Maskin og transportarbeidere,Mann
2210,Ja,Grunnskole,Nei,Nei,Ja,Nei,18,Telemark,Håndverkere,Mann
2212,Ja,Høyere utd 4 år+,Nei,Ja,Ja,Ja,29,Telemark,Akademiske yrker,Mann
2221,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,47,Telemark,Renholdere og hjelpepleiere,Mann
2223,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,35,Telemark,Annet,Kvinne
2232,Nei,VGS fullf,Ja,Ja,Nei,Nei,29,Telemark,"Bønder, fiskere, mv",Kvinne
2247,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,38,Telemark,Renholdere og hjelpepleiere,Kvinne
2268,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,37,Telemark,Høgskoleyrker,Mann
2273,Ja,VGS ikke fullf,Nei,Ja,Ja,Nei,45,Telemark,Høgskoleyrker,Mann
2286,Nei,VGS fullf,Ja,Nei,Nei,Nei,44,Telemark,"Salg, service og omsorg",Mann
2305,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,34,Telemark,"Bønder, fiskere, mv",Mann
2332,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,51,Telemark,Høgskoleyrker,Mann
2338,Ja,Høyere utd u4 år,Nei,Ja,Nei,Nei,49,Telemark,Håndverkere,Mann
2354,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,58,Telemark,Annet,Kvinne
2362,Ja,,Nei,Nei,Nei,Nei,29,Telemark,Høgskoleyrker,Mann
2407,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,23,Telemark,Renholdere og hjelpepleiere,Mann
2426,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,29,Telemark,"Salg, service og omsorg",Mann
2477,Nei,Høyere utd u4 år,Ja,Nei,Ja,Nei,31,Telemark,Håndverkere,Mann
2487,Ja,VGS fullf,Nei,Nei,Nei,Ja,21,Telemark,Håndverkere,Mann
2505,Nei,VGS fullf,Nei,Nei,Ja,Nei,32,Telemark,Høgskoleyrker,Kvinne
2518,Nei,,Nei,Nei,Ja,Nei,49,Telemark,Høgskoleyrker,Kvinne
2559,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,29,Telemark,Akademiske yrker,Mann
2572,Ja,VGS fullf,Nei,Nei,Ja,Ja,39,Telemark,"Salg, service og omsorg",Mann
2575,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,43,Telemark,Høgskoleyrker,Mann
2656,Ja,,Nei,Nei,Ja,Ja,19,Telemark,"Salg, service og omsorg",Mann
2674,Nei,VGS fullf,Nei,Ja,Nei,Nei,41,Telemark,"Salg, service og omsorg",Kvinne
2728,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,35,Telemark,Annet,Kvinne
2733,Ja,VGS ikke fullf,Nei,Nei,Nei,Nei,28,Telemark,Ledere,Mann
2813,Ja,,Nei,Nei,Ja,Ja,59,Telemark,Maskin og transportarbeidere,Kvinne
2875,Ja,VGS fullf,Nei,Nei,Ja,Ja,27,Telemark,Maskin og transportarbeidere,Kvinne
2894,Ja,VGS fullf,Nei,Nei,Nei,Nei,30,Telemark,Renholdere og hjelpepleiere,Kvinne
2910,Ja,,Nei,Ja,Ja,Nei,19,Telemark,Håndverkere,Mann
2926,Nei,,Nei,Nei,Nei,Nei,44,Telemark,"Salg, service og omsorg",Mann
2963,Nei,VGS fullf,Nei,Ja,Ja,Nei,30,Telemark,"Salg, service og omsorg",Kvinne
2997,Ja,,Nei,Nei,Nei,Ja,38,Telemark,Ledere,Mann
3007,Ja,VGS fullf,Nei,Nei,Nei,Ja,33,Telemark,Maskin og transportarbeidere,Kvinne
3034,Nei,VGS fullf,Ja,Nei,Nei,Nei,28,Telemark,Høgskoleyrker,Mann
3058,Nei,Grunnskole,Nei,Nei,Ja,Nei,42,Telemark,"Salg, service og omsorg",Kvinne
3076,Ja,,Nei,Nei,Nei,Nei,28,Telemark,Akademiske yrker,Kvinne
3095,Nei,VGS fullf,Nei,Nei,Ja,Nei,41,Telemark,Akademiske yrker,Mann
3115,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,52,Telemark,Ledere,Mann
3194,Nei,,Nei,Ja,Nei,Nei,31,Telemark,Håndverkere,Kvinne
3221,Nei,Grunnskole,Nei,Nei,Ja,Nei,54,Telemark,"Salg, service og omsorg",Mann
3231,Nei,VGS ikke fullf,Nei,Ja,Ja,Ja,35,Telemark,Annet,Kvinne
3300,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,29,Telemark,Annet,Mann
3317,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,36,Telemark,Kontoryrker,Kvinne
3350,Nei,Grunnskole,Nei,Nei,Nei,Ja,33,Telemark,"Salg, service og omsorg",Mann
3390,Ja,VGS fullf,Nei,Nei,Nei,Ja,25,Telemark,"Salg, service og omsorg",Mann
3481,Ja,,Ja,Nei,Nei,Ja,55,Telemark,Akademiske yrker,Mann
3483,Nei,VGS fullf,Nei,Ja,Nei,Ja,35,Telemark,Håndverkere,Mann
3502,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,41,Telemark,Akademiske yrker,Kvinne
3503,Ja,,Nei,Nei,Nei,Nei,22,Telemark,Renholdere og hjelpepleiere,Mann
3508,Ja,VGS fullf,Nei,Nei,Nei,Nei,53,Telemark,Renholdere og hjelpepleiere,Kvinne
3509,Ja,VGS fullf,Nei,Nei,Nei,Nei,49,Telemark,Annet,Mann
3513,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,34,Telemark,Høgskoleyrker,Kvinne
3518,Nei,VGS fullf,Nei,Nei,Ja,Nei,38,Telemark,Akademiske yrker,Mann
3527,Nei,VGS fullf,Nei,Nei,Nei,Ja,33,Telemark,Høgskoleyrker,Mann
3529,Ja,Høyere utd u4 år,Nei,Ja,Ja,Ja,35,Telemark,Kontoryrker,Mann
3552,Ja,VGS fullf,Nei,Nei,Ja,Ja,41,Telemark,Akademiske yrker,Mann
3587,Ja,Høyere utd u4 år,Nei,Ja,Ja,Ja,34,Telemark,"Salg, service og omsorg",Mann
3724,Ja,VGS fullf,Ja,Nei,Nei,Nei,28,Telemark,Annet,Kvinne
3727,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,23,Telemark,Akademiske yrker,Mann
3730,Ja,,Ja,Nei,Nei,Ja,37,Telemark,"Salg, service og omsorg",Mann
3736,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,40,Telemark,Akademiske yrker,Mann
3745,Nei,VGS fullf,Nei,Nei,Nei,Nei,33,Telemark,Annet,Mann
3785,Nei,VGS fullf,Nei,Nei,Nei,Nei,39,Telemark,Annet,Mann
3851,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,18,Telemark,"Salg, service og omsorg",Kvinne
3865,Nei,Grunnskole,Nei,Nei,Ja,Ja,38,Telemark,"Salg, service og omsorg",Kvinne
3909,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,33,Telemark,Håndverkere,Mann
3914,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,33,Telemark,Renholdere og hjelpepleiere,Mann
3935,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,35,Telemark,Håndverkere,Mann
3949,Ja,VGS ikke fullf,Nei,Nei,Nei,Nei,23,Telemark,"Salg, service og omsorg",Mann
3971,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,30,Telemark,Håndverkere,Kvinne
4004,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,50,Telemark,Akademiske yrker,Kvinne
4026,Ja,VGS ikke fullf,Ja,Nei,Nei,Nei,27,Telemark,Maskin og transportarbeidere,Mann
4053,Ja,Høyere utd 4 år+,Nei,Ja,Ja,Ja,53,Telemark,Håndverkere,Kvinne
4055,Ja,VGS fullf,Nei,Nei,Nei,Nei,34,Telemark,"Salg, service og omsorg",Mann
4076,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,56,Telemark,"Salg, service og omsorg",Mann
4084,Nei,Grunnskole,Nei,Nei,Nei,Ja,34,Telemark,Kontoryrker,Kvinne
4147,Ja,VGS fullf,Nei,Ja,Nei,Ja,44,Telemark,Håndverkere,Mann
4148,Ja,VGS fullf,Nei,Nei,Nei,Ja,32,Telemark,Renholdere og hjelpepleiere,Kvinne
4175,Nei,,Nei,Nei,Nei,Nei,46,Telemark,"Salg, service og omsorg",Kvinne
4196,Nei,VGS ikke fullf,Ja,Ja,Nei,Nei,27,Telemark,Annet,Mann
4212,Ja,VGS fullf,Nei,Nei,Nei,Nei,31,Telemark,"Salg, service og omsorg",Mann
4215,Nei,Grunnskole,Nei,Nei,Ja,Nei,33,Telemark,Høgskoleyrker,Mann
4216,Nei,Høyere utd 4 år+,Nei,Ja,Ja,Nei,35,Telemark,Annet,Mann
4223,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,29,Telemark,Renholdere og hjelpepleiere,Kvinne
4259,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,33,Telemark,"Salg, service og omsorg",Mann
4271,Ja,VGS fullf,Nei,Ja,Ja,Ja,35,Telemark,Akademiske yrker,Mann
4290,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,32,Telemark,Høgskoleyrker,Mann
4293,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,38,Telemark,Kontoryrker,Kvinne
4326,Nei,VGS ikke fullf,Ja,Ja,Nei,Ja,38,Telemark,Renholdere og hjelpepleiere,Mann
4403,Nei,VGS fullf,Ja,Nei,Ja,Nei,40,Telemark,Maskin og transportarbeidere,Mann
4412,Ja,Høyere utd u4 år,Ja,Nei,Ja,Ja,42,Telemark,Maskin og transportarbeidere,Mann
4464,Ja,Høyere utd u4 år,Nei,Ja,Nei,Ja,34,Telemark,Annet,Mann
4612,Nei,,Nei,Nei,Nei,Ja,38,Telemark,"Salg, service og omsorg",Mann
4617,Nei,VGS fullf,Nei,Ja,Nei,Nei,40,Telemark,Håndverkere,Mann
4628,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,35,Telemark,Høgskoleyrker,Mann
4648,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,28,Telemark,Ledere,Mann
4666,Nei,Grunnskole,Nei,Nei,Nei,Ja,33,Telemark,Kontoryrker,Mann
4695,Nei,VGS fullf,Nei,Nei,Nei,Nei,24,Telemark,Akademiske yrker,Mann
4705,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,34,Telemark,Håndverkere,Kvinne
4763,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,37,Telemark,Renholdere og hjelpepleiere,Mann
4774,Ja,Høyere utd u4 år,Nei,Ja,Ja,Ja,38,Telemark,Renholdere og hjelpepleiere,Kvinne
4819,Ja,VGS fullf,Nei,Ja,Nei,Ja,24,Telemark,Håndverkere,Kvinne
4833,Ja,VGS fullf,Nei,Nei,Nei,Nei,59,Telemark,Håndverkere,Kvinne
4834,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,38,Telemark,Annet,Mann
4848,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,27,Telemark,"Salg, service og omsorg",Kvinne
4858,Nei,VGS fullf,Ja,Nei,Ja,Nei,44,Telemark,Håndverkere,Mann
4886,Ja,,Nei,Ja,Ja,Ja,34,Telemark,Høgskoleyrker,Mann
4938,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,38,Telemark,Annet,Mann
4945,Ja,VGS fullf,Nei,Nei,Ja,Ja,31,Telemark,Håndverkere,Kvinne
4948,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,36,Telemark,Maskin og transportarbeidere,Mann
4979,Ja,,Ja,Ja,Nei,Ja,41,Telemark,Høgskoleyrker,Mann
5026,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,31,Telemark,Høgskoleyrker,Mann
5033,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,29,Telemark,Håndverkere,Kvinne
5049,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,39,Telemark,Maskin og transportarbeidere,Mann
5135,Nei,Høyere utd u4 år,Ja,Nei,Ja,Nei,37,Telemark,Håndverkere,Mann
5137,Nei,,Ja,Ja,Ja,Nei,35,Telemark,Akademiske yrker,Kvinne
5174,Ja,,Nei,Ja,Nei,Ja,28,Telemark,"Salg, service og omsorg",Mann
5264,Ja,Grunnskole,Nei,Ja,Nei,Ja,33,Telemark,Kontoryrker,Mann
5286,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,44,Telemark,Maskin og transportarbeidere,Kvinne
5289,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,21,Telemark,Håndverkere,Kvinne
5301,Nei,VGS fullf,Nei,Nei,Nei,Nei,27,Telemark,Håndverkere,Mann
5323,Nei,,Nei,Nei,Nei,Nei,50,Telemark,Ledere,Kvinne
5325,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,53,Telemark,Høgskoleyrker,Kvinne
5406,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,38,Telemark,Kontoryrker,Mann
5437,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,25,Telemark,Akademiske yrker,Kvinne
5502,Ja,VGS fullf,Nei,Nei,Nei,Nei,29,Telemark,Maskin og transportarbeidere,Kvinne
5531,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,33,Telemark,Annet,Kvinne
5545,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,47,Telemark,Kontoryrker,Mann
5572,Nei,VGS fullf,Ja,Nei,Ja,Nei,31,Telemark,"Salg, service og omsorg",Kvinne
5577,Nei,VGS fullf,Nei,Nei,Ja,Nei,44,Telemark,"Salg, service og omsorg",Mann
5579,Nei,,Nei,Ja,Nei,Nei,49,Telemark,Annet,Kvinne
5653,Nei,Høyere utd u4 år,Ja,Nei,Nei,Ja,50,Telemark,Håndverkere,Kvinne
5659,Ja,,Nei,Ja,Ja,Ja,42,Telemark,Kontoryrker,Kvinne
5667,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,36,Telemark,"Salg, service og omsorg",Mann
5702,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,37,Telemark,Annet,Kvinne
5709,Nei,Grunnskole,Nei,Nei,Ja,Nei,43,Telemark,"Salg, service og omsorg",Kvinne
5712,Ja,Grunnskole,Nei,Ja,Ja,Nei,40,Telemark,Renholdere og hjelpepleiere,Mann
5732,Ja,Høyere utd 4 år+,Nei,Ja,Ja,Ja,36,Telemark,Håndverkere,Mann
5738,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,38,Telemark,Høgskoleyrker,Kvinne
5777,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,28,Telemark,Maskin og transportarbeidere,Kvinne
5794,Ja,VGS fullf,Nei,Ja,Nei,Ja,36,Telemark,Høgskoleyrker,Mann
5812,Nei,Høyere utd u4 år,Nei,Nei,Nei,Nei,57,Telemark,Annet,Mann
5865,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,30,Telemark,Annet,Kvinne
5901,Nei,,Ja,Nei,Nei,Nei,54,Telemark,Akademiske yrker,Kvinne
5909,Nei,Høyere utd 4 år+,Ja,Nei,Ja,Nei,31,Telemark,Annet,Mann
5933,Nei,VGS fullf,Nei,Nei,Nei,Nei,41,Telemark,"Salg, service og omsorg",Mann
5965,Ja,Grunnskole,Ja,Nei,Nei,Ja,36,Telemark,"Bønder, fiskere, mv",Mann
